page,image_path,ground_truth,prediction,raw_cer,fuzzy_corrected,fuzzy_cer,best_correction,best_cer
DNA_2_00000036_result,data/oldNepaliDataset_new/images/DNA_2_00000036_result/eSc_line_4f6a9653.png,नरभयाको17फएरतोपकोसलामिकिल्लावाटभयो.मेगनाटन्साहवसिकृट,नाभयाको17फूररतोपकोसलामिकिल्लावाटभयो.मेगनाउन्साहृवसिकृट,0.0961538478732109,नाभयाको17फूररतोपकोसलामिकिल्लावाटभयो.मेगनाउन्साहृवसिकृट,0.09615384787321091,नाभयाको17फूररतोपकोसलामिकिल्लावाटभयो.मेगनाउन्साहृवसिकृट,0.09615384787321091
DNA_0014_0242,data/oldNepaliDataset_new/images/DNA_0014_0242/eSc_line_9013ca76.png,पत्रमिदं.इहाँकुसलताँहाँकुसलचाहिये.आगेइहाको,पत्रमिदँ.इहाकुसलताँहाँकुसलचाहिये.आगेइहाको,0.0476190485060215,पत्रमिदँ.इहाकुसलताँहाँकुसलवाहिये.आगेइहाको,0.0714285746216774,पत्रमिदँ.इहाकुसलताँहाँकुसलचाहिये.आगेइहाको,0.0476190485060215
DNA_1_00000116,data/oldNepaliDataset_new/images/DNA_1_00000116/eSc_line_bbbed02d.png,ईदिउँला.काश्मेरलिईदेऊभनि.भन्नलागीरहेछ.योसावनभदौमा.केहीभयोतभयो.भयेनभ,ईदिउँला.काश्मेरलिईदेउभनि.भन्नलागीरहेछ.योसावनभदौमा.केहीभयोनभयो.भयेनभू,0.0447761192917823,ईदिउँला.काश्मेरलिईदेउभनि.भन्नलागीरहेछ.योसावनभदौमा.केहीभयोनभयो.भयेनभू,0.04477611929178238,ईदिउँला.काश्मेरलिईदेउभनि.भन्नलागीरहेछ.योसावनभदौमा.केहीभयोनभयो.भयेनभू,0.04477611929178238
DNA_0013_0160,data/oldNepaliDataset_new/images/DNA_0013_0160/eSc_line_18b7bfa4.png,गुठिवाटकिल्लाभंदाअर्घ्यालोनचापनुकिल्लावमोजिमकाजगामाकसैलेषिचलानगर्नुजोएसवंधेजमारहैनसोएसश्लोकमाभन्याकोपातकिहोलास्वदताँ,गुठिवाटकिल्लाभंदान्सुर्थ्यामोन्वायसुक्षिलाघमोजिमकाजगामाकसैलेषिचलानगर्नुजोएसवंधेञमाहैन्सोराहाराहोकमाकोपन्याकोपातश्रीलाकृत्,0.3189655244350433,गुठिवाटकिल्लाभंदान्सुर्थ्यामोन्वायसुक्षिलाघमोजिमकाजगामाकसैलेषिचलानगर्नुजोएसवंधेञमाहैन्सोराहाराहोकमाकोपन्याकोपातश्रीलाकृत्,0.31896552443504333,गुठिवाटकिल्लाभंदान्सुर्थ्यामोन्वायसुक्षिलाघमोजिमकाजगामाकसैलेषिचलानगर्नुजोएसवंधेञमाहैन्सोराहाराहोकमाकोपन्याकोपातश्रीलाकृत्,0.31896552443504333
DNA_2_00000036_result,data/oldNepaliDataset_new/images/DNA_2_00000036_result/eSc_line_ef7449c2.png,त्,त्,0.0,त्,0.0,त्,0.0
DNA_0013_0333,data/oldNepaliDataset_new/images/DNA_0013_0333/eSc_line_1ac95ce0.png,लभन्जन्पाडेँ.साधलाउन्यासधियार.थरघरमोदनाथअर्ज्याल्.मित्रसर्मापंथ.गोकु,लभन्नन्पाडे.साधलाउन्यासधियार.थरघरमोदनाथअर्ज्याल.मित्रसर्मापंथ.गोकु,0.0441176481544971,लभन्नन्पाडे.साधलाउन्यासधियार.थरघरमोदनाथअर्ज्याल.मित्रसर्मापंथ.गोकु,0.04411764815449715,लभन्नन्पाडे.साधलाउन्यासधियार.थरघरमोदनाथअर्ज्याल.मित्रसर्मापंथ.गोकु,0.04411764815449715
DNA_2_00000327_result,data/oldNepaliDataset_new/images/DNA_2_00000327_result/eSc_line_6e5ac8a0.png,फर्क्याकोडवल्वूझिन्छउस्जगादेषिआजकालइनहरुराजिरह्याजस्ताकुरागर्दैनन्.उस्काजमामा,फ्न्यावोउतल्हूतिन्छउस्जगदेषिजाजकालइन्हरूराजिरस्याजस्ताकुरागर्दैनन्.उस्काजेपाया,0.2077922075986862,फ्न्यावोउतल्हूतिन्छउस्जगदेषिजाजकालइन्हरूराजिरस्याजस्ताकुरागर्दैनन्.उस्काजेपाया,0.20779220759868622,फ्न्यावोउतल्हूतिन्छउस्जगदेषिजाजकालइन्हरूराजिरस्याजस्ताकुरागर्दैनन्.उस्काजेपाया,0.20779220759868622
CA__The Cambridge Manuscript_Page_008,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_008/eSc_line_f53ffd22.png,कोहीसज्जनहरूलेउपदेशदियाकोसुनी.स्वयंभूकास्थानशांतिपुरमागुप्तभैरहन्या.शांतिकरआचार्यकाश,कोहीसंजनहरूलेउपदेशदियाकोसुनी.स्वयंभूकास्थानशांतिपुरमागुप्तभैरहन्या.शांतिकरआचार्यकाश,0.0238095242530107,कोहीसंजनहरूलेउपदेशदियाकोसुनी.स्वयंभूकास्थानशांतिपुरमागुप्तभैरहन्या.शांतिकरआवार्यकाश,0.0357142873108387,कोहीसंजनहरूलेउपदेशदियाकोसुनी.स्वयंभूकास्थानशांतिपुरमागुप्तभैरहन्या.शांतिकरआचार्यकाश,0.02380952425301075
DNA_0014_0242,data/oldNepaliDataset_new/images/DNA_0014_0242/eSc_line_ba65482c.png,कोदवाउभयोरमंसिरकादिन6जाँदो.सोमवारविहा,कोदवाउभयोरमंसिरकादिन6जाँदो.सोमवारविहा,0.0,कोदवाउभयोरमंसिरकादिन6जाँदो.सोमवारविहा,0.0,कोदवाउभयोरमंसिरकादिन6जाँदो.सोमवारविहा,0.0
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_f29b7c88.png,केनमककेऊपरअपनेप्राणदेनेकीउम्मैदरषताहूँ।ज्यादाहाल।नारा,केन्मककेफुपरअपनेप्राणदेनेकीउम्मैदरषताहूँ।ज्यादाहाल।नारा,0.0566037744283676,केन्मककेफुपरअपनेप्राणदेनेकीउम्मैदरषताहूँ।ज्यादाहाल।नारा,0.056603774428367615,केन्मककेफुपरअपनेप्राणदेनेकीउम्मैदरषताहूँ।ज्यादाहाल।नारा,0.056603774428367615
CA__The Cambridge Manuscript_Page_008,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_008/eSc_line_0a34025a.png,इन्राजाले.नहुनछिनारभैअगम्यागमनपापगर्दा.दशदिगदेवताकोपभै.अनावृष्टिभै.दुर्भिक्षभयोर.पछि,इनराजाले.नहुनछिनारभैअगम्यागमनपापगर्दा.दशदिगदेवताकोपभै.अनावृष्टिभै.दुर्भिक्षभयोर.पछि,0.0119047621265053,इनराजाले.नहुनछिनारभैअगम्यागमनपापगर्दा.दशदिगदेवताकोपभै.अनावृष्टिभै.दुर्भिक्षभयोर.पछि,0.011904762126505375,इनराजाले.नहुनछिनारभैअगम्यागमनपापगर्दा.दशदिगदेवताकोपभै.अनावृष्टिभै.दुर्भिक्षभयोर.पछि,0.011904762126505375
DNA_015_033___1,data/oldNepaliDataset_new/images/DNA_015_033___1/eSc_line_ffff8bf8.png,दस्तुरलिनु.असलसित.जातमानचलाऊनु.कमसलसितनमिसनु.संन्यासि,दस्तुरलिनु.असलसित.जातमानचलाउनु.कमसलसितनमिस्नु.संन्यासि,0.0377358496189117,दस्तुरलिनु.असलसित.जातमानचलाउनु.कमसलसितनमिस्नु.संन्यासि,0.03773584961891174,दस्तुरलिनु.असलसित.जातमानचलाउनु.कमसलसितनमिस्नु.संन्यासि,0.03773584961891174
13,data/oldNepaliDataset_new/images/13/eSc_line_8dbd5878.png,यथाविधि॥8॥प्रतेपेसुंदरीतीर्थे.तद्राज्यंकांक्षयाहृदा॥यथाविधिसुचिर्भूत्वा.मासमेकंनिराशनः॥9॥मासां,यथाविधि॥8॥प्रतेपेसंदरीतीर्थेतद्राज्यकांक्षयाहृदा॥यथाविधिसुचिभूत्वा.मासमेकंनिराशनः॥9॥मासां,0.053191490471363,यथाविधि॥8॥प्रतेपेसंदरीतीर्थेतद्राज्यकांक्षयाहृदा॥यथाविधिसुचिभूत्वा.मासमेकंनिराशनः॥9॥मासां,0.05319149047136307,यथाविधि॥8॥प्रतेपेसंदरीतीर्थेतद्राज्यकांक्षयाहृदा॥यथाविधिसुचिभूत्वा.मासमेकंनिराशनः॥9॥मासां,0.05319149047136307
DNA_1_00000116,data/oldNepaliDataset_new/images/DNA_1_00000116/eSc_line_f0ab755f.png,ईतसेवकवन्दा.जसपाऊथापाको.वंदगी.कुर्णेस्.सलाम.सलाम.सलाम्.शुभम्,ईतसेवकवन्दा.जसपाईथापाको.वंदगी.कुर्णेस्.सलाम.सलाम.सलाम्.शुभम्.,0.0333333350718021,ईतसेवकवन्दा.जसपाईथापाको.वंदगी.कुर्णेस्.सलाम.सलाम.सलाम्.शुभम्.,0.03333333507180214,ईतसेवकवन्दा.जसपाईथापाको.वंदगी.कुर्णेस्.सलाम.सलाम.सलाम्.शुभम्.,0.03333333507180214
DNA_0014_0242,data/oldNepaliDataset_new/images/DNA_0014_0242/eSc_line_ee829ac7.png,स्वस्तिश्रीगिरि,स्वस्तिश्रीगिरि,0.0,स्वस्तिश्रीगिरि,0.0,स्वस्तिश्रीगिरि,0.0
DNA_0001_0202,data/oldNepaliDataset_new/images/DNA_0001_0202/eSc_line_9ce98381.png,पूग्योहरफ्हरफ्पढिसिरचढाञाँइतिसम्वत्1890सालमितिपौषशुदि2रोज7शुभम्,पूग्योहरफ्रफ्पछिसिरचढाञाँइतिसम्वत्1890सालमितिपौषशुदि2रोज7शुभम्,0.0317460335791111,पूग्योहरफ्रफ्पछिसिरचढाञाँइतिसम्वत्1890सालमितिपौषशुदि2रोज7शुभम्,0.0317460335791111,पूग्योहरफ्रफ्पछिसिरचढाञाँइतिसम्वत्1890सालमितिपौषशुदि2रोज7शुभम्,0.0317460335791111
14,data/oldNepaliDataset_new/images/14/eSc_line_68592592.png,उमेश्वर.पशुपतिज्योतिलिंगरूपभै.त्रिरत्नकाउपास्गरीलोकहरूकन.पालनागरी.पूजाभावली.लोकलाईभु,उपेश्वर.पशुपतिज्योतिलिंगरूपभै.त्रिरत्नवाउपास्गरीलोकहरूकन.पालनागरी.पूजाभावली.लोकलाईभु,0.0238095242530107,उपेश्वर.पशुपतिज्योतिलिंगरूपभै.त्रिरत्नवाउपास्गरीलोकहरूकन.पालनागरी.पूजाभावली.लोकलाईभु,0.02380952425301075,उपेश्वर.पशुपतिज्योतिलिंगरूपभै.त्रिरत्नवाउपास्गरीलोकहरूकन.पालनागरी.पूजाभावली.लोकलाईभु,0.02380952425301075
DNA_0012_0007,data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_3cd0a031.png,चलाइ.रामदासलाइकरोवारितुल्याइमहन्तमोहन्दास्ले.चर्चीआया,चलाइ.रामदासलाइकारोवारितुल्याइमहन्तमोहन्दास्ले.वचीआया,0.0754716992378234,चलाइ.रामदासलाइकारोवारितुल्याइमहन्तमोहन्दास्ले.वचीआया,0.07547169923782349,चलाइ.रामदासलाइकारोवारितुल्याइमहन्तमोहन्दास्ले.वचीआया,0.07547169923782349
20,data/oldNepaliDataset_new/images/20/eSc_line_aa683317.png,पर्वतभनिनामभयाको.जिस्पर्वतलाई.लोहेकेरूले.अपभ्रंशसित.चांगुभनिनामगरीराष्याको.जोचां,पर्वतभनिनामभयाको.निस्पर्वतलाई.लोहकैरुले.अपश्रशसित.चांगुभनिनामगरीराव्याको.जोचां,0.0874999985098838,पर्वतभनिनामभयाको.निस्पर्वतलाई.लोहकैरुले.अपश्रशसित.वांगुभनिनामगरीराव्याको.जोवां,0.11249999701976776,पर्वतभनिनामभयाको.निस्पर्वतलाई.लोहकैरुले.अपश्रशसित.चांगुभनिनामगरीराव्याको.जोचां,0.08749999850988388
DNA_0012_0007,data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_8bf86e49.png,ले23सालमीतीमाघवदी2रोज2मा.साधक्कौसल्माजाहेरगराउदा,ले23सालमीतीमाघवदी2रोज2मा.साधक्कोसल्माजाहेरगराउदा,0.020833333954215,ले23सालमीतीमाघवदी2रोज2मा.साधक्कोसल्माजाहेरगराउदा,0.02083333395421505,ले23सालमीतीमाघवदी2रोज2मा.साधक्कोसल्माजाहेरगराउदा,0.02083333395421505
DNA_0013_0433,data/oldNepaliDataset_new/images/DNA_0013_0433/eSc_line_4a1affad.png,9चाषुराकोफुलफोर्न्याकेडंडरूपैया10,8चाषुराकोफुलफोर्न्याकेडंडरूपैया10,0.0303030312061309,8वाषुराकोफुलफोर्न्याकेडंडरूपैया10,0.06060606241226196,8चाषुराकोफुलफोर्न्याकेडंडरूपैया10,0.03030303120613098
DNA_2_00000327_result,data/oldNepaliDataset_new/images/DNA_2_00000327_result/eSc_line_38102971.png,इकोरउन्कोतारीफ्गर्थ्याभन्न्याकुरागरीताँहाकोतारीफ्गर्छ्न्.आफुलेपनि.आप्नाअकिल्लेदेष्या,इकोराउन्कोतारीफ्गर्थ्याभन्न्याकुरागरीताहाकोतारीफ्गर्छन्.आफुलेपनि.आफ्राअकिल्लैदेष्या,0.0714285746216774,इकोराउन्कोतारीफ्गर्थ्याभन्न्याकुरागरीताहाकोतारीफ्गर्छन्.आफुलेपनि.आफ्राअकिल्लैदेष्या,0.0714285746216774,इकोराउन्कोतारीफ्गर्थ्याभन्न्याकुरागरीताहाकोतारीफ्गर्छन्.आफुलेपनि.आफ्राअकिल्लैदेष्या,0.0714285746216774
DNA_2_00000264_result,data/oldNepaliDataset_new/images/DNA_2_00000264_result/eSc_line_cf04c090.png,केचरणसोसवालउमैदईहहैकेदेवोरिषिउपाध्याकाषानगिगुला,केचरणसोसवालउमैदर्रहैकेदेवोरिषिउपाध्याकाषानगिगुला,0.0638297870755195,केचरणसोसवालउमैदर्रहैकेदेवोरिषिउपाध्याकाषानगिगुला,0.06382978707551956,केचरणसोसवालउमैदर्रहैकेदेवोरिषिउपाध्याकाषानगिगुला,0.06382978707551956
DNA_0013_0472,data/oldNepaliDataset_new/images/DNA_0013_0472/eSc_line_f75574c1.png,रथव्रह्मचारिर.श्रीकृश्णअधिकारिकाविर्ताकोषोल्सिज्योगिषोलाकोदोभन्रैकरषेतलुहुकिल्.उत्तर.रैकरषेत,रथव्रह्मवारिर.श्रीकृश्रधिकारिकाविर्ताकोषोल्सिज्योगिषोलाकोदोमान्रैकरषेतलुहुकिल्.उत्तरेकरषे-,0.0978260859847068,रथव्रह्मवारिर.श्रीकृश्रधिकारिकाविर्ताकोषोल्सिज्योगिषोलाकोदोमान्रैकरषेतलुहुकिल्.उत्तरेकरषे-,0.09782608598470688,रथव्रह्मवारिर.श्रीकृश्रधिकारिकाविर्ताकोषोल्सिज्योगिषोलाकोदोमान्रैकरषेतलुहुकिल्.उत्तरेकरषे-,0.09782608598470688
DNA_0001_0367,data/oldNepaliDataset_new/images/DNA_0001_0367/eSc_line_81ace9a0.png,टमुलाकातभयाकोअस्वरन्साहवलेवनायाकोनक्सारवञान्कोकितावचाडो,टमुलाकातभयाकोअस्वरन्साहवलेवनायाकोनक्सारषञान्कोकितावचाडो,0.0181818176060915,टमुलाकातभयाकोअस्वरन्साहवलेवनायाकोनक्सारषञान्कोकिताववाडो,0.036363635212183,टमुलाकातभयाकोअस्वरन्साहवलेवनायाकोनक्सारषञान्कोकितावचाडो,0.0181818176060915
DNA_1_00000410,data/oldNepaliDataset_new/images/DNA_1_00000410/eSc_line_c26bc6a5.png,के।दफ्तरसे।मेरीअर्जीका।उत्तररसीदअष,के।दफ्तरसे।मेरीअर्जीका।उत्तर।रसीदअष,0.0294117648154497,के।दफ्तरसे।मेरीअर्जीका।उत्तर।रसीदअष,0.029411764815449715,के।दफ्तरसे।मेरीअर्जीका।उत्तर।रसीदअष,0.029411764815449715
19,data/oldNepaliDataset_new/images/19/eSc_line_73374498.png,वानरहनुभयाका.गोशृंगपर्वत.जलभित्रवुरेनश्रीस्वयंभूभगवानरहनुभयाकाश्रीमणियो-,वानरहनुभयाका.गोशृंगपर्वत्.जलभित्रवुरेनींश्रीस्वयंभूभगवानरहनुभयाकाऔ.श्रीमणियो-,0.0694444477558136,वानरहनुभयाका.गोशृंगपर्वत्.जलभित्रवुरेनींश्रीस्वयंभूभगवानरहनुभयाकाऔ.श्रीमणियो-,0.0694444477558136,वानरहनुभयाका.गोशृंगपर्वत्.जलभित्रवुरेनींश्रीस्वयंभूभगवानरहनुभयाकाऔ.श्रीमणियो-,0.0694444477558136
DNA_1_00000054,data/oldNepaliDataset_new/images/DNA_1_00000054/eSc_line_2c7c044b.png,रिलायक्कापक्रियाभन्न्याठहरि.सेवक्काचित्तमावहुत्हर्षलागिरहेछ.अ,रिलायक्कापक्रियाभन्याठहरि.सेवक्काचित्तमावहुत्हर्षलागिरहेछ.अ,0.0327868834137916,रिलायक्कापक्रियाभन्याठहरि.सेवक्काचित्तमावहुत्हर्षलागिरहेछ.अ,0.032786883413791656,रिलायक्कापक्रियाभन्याठहरि.सेवक्काचित्तमावहुत्हर्षलागिरहेछ.अ,0.032786883413791656
DNA_1_00000404,data/oldNepaliDataset_new/images/DNA_1_00000404/eSc_line_94b9014d.png,अर्जि,अर्जि,0.0,अर्जि,0.0,अर्जि,0.0
DNA_0001_0006,data/oldNepaliDataset_new/images/DNA_0001_0006/eSc_line_64058462.png,माभयाजालाकिंवहुइतिसंवत्1878आश्विनवदि6रोज2मोकामवाराणसीपुरीशुभम्,माभयाजालाकिचहुइतिसंवत्1878क्षाश्चिनवदि6रोज2मोकामवाराणसीपुरीशुभम्,0.1129032224416732,माभयाजालाकिचहुइतिसंवत्1878क्षाश्चिनवदि6रोज2मोकामवाराणसीपुरीशुभम्,0.11290322244167328,माभयाजालाकिचहुइतिसंवत्1878क्षाश्चिनवदि6रोज2मोकामवाराणसीपुरीशुभम्,0.11290322244167328
DNA_1_00000356,data/oldNepaliDataset_new/images/DNA_1_00000356/eSc_line_7ba74392.png,ग्यहुन्यारहेछर.प्रसादचर्हाईपठाउनढिलहुनगयाकोहो,ग्यूहुन्यारहेछर.प्रसादचह्राईपठाउनछिलहुचगयाकोहो,0.1111111119389534,ग्यूहुन्यारहेछर.प्रसादचह्राईपठाउनछिलहुचगयाकोहो,0.1111111119389534,ग्यूहुन्यारहेछर.प्रसादचह्राईपठाउनछिलहुचगयाकोहो,0.1111111119389534
DNA_1_00000631,data/oldNepaliDataset_new/images/DNA_1_00000631/eSc_line_57708439.png,छन्मकहातक्बिन्तीगरुहजूरवाटमे,छन्मकहातक्विन्तीगरूहजूरवाटमे,0.0714285746216774,छन्मकहातक्विन्तीगरूहजूरवाटमे,0.0714285746216774,छन्मकहातक्विन्तीगरूहजूरवाटमे,0.0714285746216774
DNA_1_00000523,data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_ce78f8da.png,श्री\,श्री-,0.2000000029802322,श्री-,0.20000000298023224,श्री-,0.20000000298023224
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_268bc19d.png,इनायतहुवा।इसगडबडकेहोनेसे।रुपयामेराबहोतषर्चमे।पड,इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड,0.0638297870755195,इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड,0.06382978707551956,इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड,0.06382978707551956
DNA_0012_0006,data/oldNepaliDataset_new/images/DNA_0012_0006/eSc_line_623e9566.png,काहुंताहापछिनिजमोहन्दासषस्दा.निजवालादास्.सुषरामदास्.रामजिवन्दा,काहुंताहापछिनिजमोहन्दासषस्दा.निजवालादास्सुषरामदास्.रामजिवन्दा,0.0161290317773818,काहुंताहापछिनिजमोहन्दासषस्दा.निजवालादास्सुषरामदास्.रामजिवन्दा,0.016129031777381897,काहुंताहापछिनिजमोहन्दासषस्दा.निजवालादास्सुषरामदास्.रामजिवन्दा,0.016129031777381897
DNA_0012_0638,data/oldNepaliDataset_new/images/DNA_0012_0638/eSc_line_58b8c0ad.png,यिनाम्,यिनाम्,0.0,यिनाम्,0.0,यिनाम्,0.0
14,data/oldNepaliDataset_new/images/14/eSc_line_207e8151.png,मोद.सुलक्षण.जय.तीर्थादि.असंख्यउपतीर्थलेपनिसंयुक्तभै.अतिपवित्रभैरह्याका.फेरि.मणिचूड.,मोद.सुलक्षण.जय.तीर्थादि.असंव्यउपतीर्थलेपनिसंयुक्तभै.अतिपवित्रभैरह्याका.फेरि.मणिचूड.,0.0120481923222541,मोद.सुलक्षण.जय.तीर्थादि.असंव्यउपतीर्थलेपनिसंयुक्तभै.अतिपवित्रभैरह्याका.फेरि.मणिचूड.,0.012048192322254181,मोद.सुलक्षण.जय.तीर्थादि.असंव्यउपतीर्थलेपनिसंयुक्तभै.अतिपवित्रभैरह्याका.फेरि.मणिचूड.,0.012048192322254181
14,data/oldNepaliDataset_new/images/14/eSc_line_b607ffcc.png,त्पत्तिगर्याकारूद्रमती.फेरी.शाकेतनगरका.मणिचूडराजाले.वडोजंगलपर्वतमावसीतपस्यागर्दा.आफ्ना.,त्यत्तिगर्याकारूद्रमती.फेरी.शांकेतनगरका.मणिचूडराजाले.वडोजंगलपर्वतमावसीतपस्यागर्दा.आफ्ना.,0.0229885056614875,त्यत्तिगर्याकारूद्रमती.फेरी.शांकेतनगरका.मणिचूडराजाले.वडोजंगलपर्वतमावसीतपस्यागर्दा.आफ्ना.,0.02298850566148758,त्यत्तिगर्याकारूद्रमती.फेरी.शांकेतनगरका.मणिचूडराजाले.वडोजंगलपर्वतमावसीतपस्यागर्दा.आफ्ना.,0.02298850566148758
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_1da5f010.png,शाहबहादुरसंशेरजङ्गदेवानांसदासमरविजयेषु।इत:बालाशंकरस्यकोटि2,शाहबहादुरसंप्रेरजङ्गदेवानांसदासमरविजयेषु।इत:वालाशंकरस्यकोटि2,0.0689655169844627,शाहबहादुरसंप्रेरजङ्गदेवानांसदासमरविजयेषु।इत:वालाशंकरस्यकोटि2,0.06896551698446274,शाहबहादुरसंप्रेरजङ्गदेवानांसदासमरविजयेषु।इत:वालाशंकरस्यकोटि2,0.06896551698446274
DNA_2_00000036_result,data/oldNepaliDataset_new/images/DNA_2_00000036_result/eSc_line_c51c6145.png,देसावर्कावकीलहरूसितमुलाकातदर्वारउनैगर्न्याछन्.ज्युटिसियरइन्डियररिव्,देसावर्कावकीलहरूसितमुलाकातदर्वारउनैगर्न्याछन्.ज्युटिसिमरइन्डियरनिव,0.0447761192917823,देसावर्कावकीलहरूसितमुलाकातदर्वारउनैगर्न्याछन्.ज्युटिसिमरइन्डियरनिव,0.04477611929178238,देसावर्कावकीलहरूसितमुलाकातदर्वारउनैगर्न्याछन्.ज्युटिसिमरइन्डियरनिव,0.04477611929178238
DNA_0001_0368,data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_760e47a9.png,फौजआइ.दवायाकोसुनिमनाहिगर्नभनिनाजिरलाइपठाञाथ्याँ.नमा,फौजआइ.दवायाकोसुनिमनाहिगर्नभनिनाजिरलाइपठाञाध्याँ.नमा,0.0196078438311815,फौजआइ.दवायाकोसुनिमनाहिगर्नभनिनाजिरलाइपठाञाध्याँ.नमा,0.019607843831181526,फौजआइ.दवायाकोसुनिमनाहिगर्नभनिनाजिरलाइपठाञाध्याँ.नमा,0.019607843831181526
DNA_1_00000496,data/oldNepaliDataset_new/images/DNA_1_00000496/eSc_line_4b34dedb.png,वीन्तीपत्र,वीत्तीपत्र,0.1000000014901161,वीत्तीपत्र,0.10000000149011612,वीत्तीपत्र,0.10000000149011612
DNA_1_00000523,data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_a947945c.png,ठायाकाछन्नजर्फर्माइवक्स्यागयाकावुल्,ठायाकाछन्नजर्फर्माईवक्सागयाकावुल्,0.0857142880558967,ठायाकाछन्नजर्फर्माईवक्सागयाकावुल्,0.08571428805589676,ठायाकाछन्नजर्फर्माईवक्सागयाकावुल्,0.08571428805589676
CA__The Cambridge Manuscript_Page_001,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_001/eSc_line_e708ba86.png,त्तजानी.अरूणपुरीनामदेशदेषि.श्रीशिषीनामवुद्धप्राप्तभै1पर्वतमावसी.ध्यानगरी.स्वयंभूज्योती,तजानी.अरूणपुरीनामदेशदेषि.श्रीश्रीनामवुद्धप्राप्तभै1पर्वतमावसी.ध्यानगरी.स्वयंभूज्योती,0.0465116277337074,तजानी.अरूणपुरीनामदेशदेषि.श्रीश्रीनामवुद्धप्राप्तभै1पर्वतमावसी.ध्यानगरी.स्वयंभूज्योती,0.04651162773370743,तजानी.अरूणपुरीनामदेशदेषि.श्रीश्रीनामवुद्धप्राप्तभै1पर्वतमावसी.ध्यानगरी.स्वयंभूज्योती,0.04651162773370743
DNA_1_00000116,data/oldNepaliDataset_new/images/DNA_1_00000116/eSc_line_b57c265c.png,भयेछ.सिकस्तषाई.लस्कर.वरसरिरहेछ.आजकालरनजीतसिं.आफ्नागोल्दार.सिपाहिका,भयेछ.सिकस्तषाई.लस्कर.वरसरिरहेछ.आजकालरनजीतिं.आफ्नागोल्दार.सिपाहिका,0.0151515156030654,भयेछ.सिकस्तषाई.लस्कर.वरसरिरहेछ.आजकालरनजीतिं.आफ्नागोल्दार.सिपाहिका,0.01515151560306549,भयेछ.सिकस्तषाई.लस्कर.वरसरिरहेछ.आजकालरनजीतिं.आफ्नागोल्दार.सिपाहिका,0.01515151560306549
CA__The Cambridge Manuscript_Page_001,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_001/eSc_line_897aceda.png,तस्पछि.तेसैसत्ययुगैमा.इनिविपश्वीवुद्धलेरोपीगयाकोपद्मस्कंददेषिन्.कमलउत्पन्नभयोर.-,तस्पछि.तेसैसंत्ययुगैमा.इनिविपश्चीकुद्धलेरोपीगयाकोपद्मस्कंदेषिन्.कमलउत्पन्नभयोर.-,0.050000000745058,तस्पछि.तेसैसंत्ययुगैमा.इनिविपश्चीकुद्धलेरोपीगयाकोपद्मस्कंदेषिन्.कमलउत्पन्नभयोर.-,0.05000000074505806,तस्पछि.तेसैसंत्ययुगैमा.इनिविपश्चीकुद्धलेरोपीगयाकोपद्मस्कंदेषिन्.कमलउत्पन्नभयोर.-,0.05000000074505806
CA__The Cambridge Manuscript_Page_004,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_004/eSc_line_6763c067.png,तस्पछि.मृगरूपभैआयाका.व्रह्मा.विष्णु.महेश्वरका.सल्लाहगरिसक्यापछि.जौनमहेश्वरमहादेवछन्,तस्पछि.मृगरूपभैआयाका.व्रह्मा.विष्णु.महेश्वरका.सल्लाहगरिसक्यापछि.जौनमहेश्वरमहादेवछन्,0.0,तस्पछि.मृगरूपभैआयाका.व्रह्मा.विष्णु.महेश्वरका.सल्लाहगरिसक्यापछि.जौनमहेश्वरमहादेवछन्,0.0,तस्पछि.मृगरूपभैआयाका.व्रह्मा.विष्णु.महेश्वरका.सल्लाहगरिसक्यापछि.जौनमहेश्वरमहादेवछन्,0.0
